Sample,Area,Mean,StdDev,Mode,Min,Max,X,Y,IntDen,RawIntDen
dish1-roi-01,0.044,1316.743,229.505,1378,1015,1759,49.226,43.451,57.397,46086
dish1-roi-01,0.009,1094.429,49.537,1034,1034,1175,67.141,43.4,9.541,7661
dish1-roi-01,0.103,3435.518,991.031,3599,1850,5323,78.089,43.621,355.135,285148
dish1-roi-01,0.019,1894.8,56.71,1825,1825,1996,20.78,43.599,35.398,28422
dish1-roi-01,0.017,1201.571,128.787,995,995,1403,48.053,43.882,20.951,16822
dish1-roi-01,0.061,1281.408,173.283,1031,1011,1625,3.092,44.264,78.2,62789
dish1-roi-01,0.015,1089.333,46.749,1042,1030,1183,4.473,44.29,16.28,13072
dish1-roi-01,0.011,1136.889,33.587,1088,1088,1189,2.794,44.339,12.743,10232
dish1-roi-01,0.032,1294.577,214.945,1650,996,1650,3.972,44.431,41.92,33659
dish1-roi-01,0.086,2159.478,875.691,999,999,3987,54.779,44.567,185.576,149004
dish1-roi-01,0.016,1133.769,77.973,1066,1047,1274,4.196,44.498,18.357,14739
dish1-roi-01,0.443,5790.295,2769.166,3215,2026,11785,75.459,44.88,2567.281,2061345
dish1-roi-01,0.309,10447.335,6587.604,9166,2029,23853,76.324,44.938,3226.859,2590939
dish1-roi-01,0.083,1584.851,291.002,1327,1128,2277,2.595,44.805,132.247,106185
dish1-roi-01,0.007,2068,74.929,1953,1953,2165,76.675,44.772,15.453,12408
dish1-roi-01,0.014,1379.636,84.175,1239,1239,1530,2.016,44.911,18.901,15176
dish1-roi-01,0.009,2147.571,61.811,2051,2051,2217,72.903,44.887,18.723,15033
dish1-roi-01,0.049,1686.923,395.014,1214,1112,2410,2.573,45.05,81.937,65790
dish1-roi-01,0.04,1728,313.132,1375,1270,2318,2.135,45.193,68.868,55296
dish1-roi-01,0.276,3840.631,1265.527,5816,2118,7245,17.069,45.453,1061.887,852620
dish1-roi-01,0.037,1470.533,152.836,1229,1229,1767,1.667,45.326,54.944,44116
dish1-roi-01,0.367,6095.098,3740.556,4379,1897,16986,13.203,45.738,2239.368,1798054
dish1-roi-01,0.141,6155.814,3022.372,3095,1915,12927,76.662,45.468,866.337,695607
dish1-roi-01,0.528,11277.665,4942.567,5517,2849,21603,76.231,45.994,5955.358,4781730
dish1-roi-01,0.118,2904.189,657.275,3266,1923,4157,12.556,45.69,343.614,275898
dish1-roi-01,0.04,1270.406,101.581,1090,1090,1472,1.643,45.695,50.631,40653
dish1-roi-01,0.027,2802.864,307.402,2301,2301,3326,17.535,45.665,76.798,61663
dish1-roi-01,0.007,2007,39.532,1957,1957,2061,15.104,45.719,14.998,12042
dish1-roi-01,0.031,1239.84,198.388,1147,977,1611,35.93,45.756,38.604,30996
dish1-roi-01,0.1,3711.7,1186.05,4148,2077,6283,16.871,45.897,369.816,296936
dish1-roi-01,0.208,4590.204,1787.096,3330,2063,8292,17.838,46.005,954.709,766564
dish1-roi-01,0.067,3672.389,875.29,2205,2205,5343,13.731,45.914,246.982,198309
dish1-roi-01,0.011,2051.889,65.16,1987,1965,2136,73.093,45.892,23,18467
dish1-roi-01,0.359,12542.722,6613.786,2207,2207,23734,75.439,46.231,4498.908,3612304
dish1-roi-01,0.025,2639.35,273.225,2277,2277,3128,17.22,46.014,65.743,52787
dish1-roi-01,0.059,1357,211.648,1159,1037,1770,51.404,46.094,79.433,63779
dish1-roi-01,0.015,1141.5,87.256,1029,1029,1293,51.136,46.037,17.06,13698
dish1-roi-01,0.016,1737.846,72.575,1646,1646,1855,8.36,46.192,28.137,22592
dish1-roi-01,0.147,4888.127,2356.982,1820,1820,10515,76.977,46.385,718.369,576799
dish1-roi-01,0.356,9131.252,5178.816,4090,2164,19972,13.916,46.482,3252.514,2611538
dish1-roi-01,0.037,1424.667,277.559,1325,1008,1914,53.358,46.366,53.23,42740
dish1-roi-01,0.027,1822.864,75.706,1706,1706,1961,8.313,46.473,49.946,40103
dish1-roi-01,0.528,12786.123,6769.924,4053,2881,25318,75.245,46.957,6751.923,5421316
dish1-roi-01,0.501,10312.754,6667.932,2387,1956,22499,18.377,47.011,5163.254,4145727
dish1-roi-01,0.096,3335.584,890.633,3469,1998,5147,12.034,46.794,319.879,256840
dish1-roi-01,0.35,7570.477,4427.177,3205,1896,17772,76.767,47.067,2649.429,2127304
dish1-roi-01,0.219,11079.006,4609.79,6574,4059,20586,13.701,46.993,2428.49,1949905
dish1-roi-01,0.248,8005.106,3808.912,4152,2725,15626,13.114,47.023,1984.006,1593016
dish1-roi-01,0.011,1747.333,120.986,1562,1562,1905,0.68,46.829,19.586,15726
dish1-roi-01,0.142,5650.474,2784.036,2072,2072,11934,12.19,47.123,802.255,644154
dish1-roi-01,0.355,11493.182,6486.433,2136,2136,23496,14.238,47.279,4079.51,3275557
dish1-roi-01,0.23,7298.735,4092.326,2739,2134,16537,12.673,47.368,1681.675,1350266
dish1-roi-01,0.806,9677.117,5250.045,2911,2120,20977,76.121,47.864,7797.818,6261095
dish1-roi-01,0.438,8721.301,4670.436,3208,2057,20267,74.483,47.518,3823.374,3069898
dish1-roi-01,0.012,2755.6,108.7,2577,2577,2926,1.789,47.448,34.319,27556
dish1-roi-01,0.324,7027.846,4724.13,2186,1889,18519,19.717,47.989,2275.718,1827240
dish1-roi-01,0.142,5628.632,2342.45,4958,2288,10702,14.792,47.878,799.154,641664
dish1-roi-01,0.108,3875.149,1141.313,3777,2165,6161,16.331,47.921,419.885,337138
dish1-roi-01,0.357,7097.822,3360.273,5976,2149,15013,20.691,48.112,2537.055,2037075
dish1-roi-01,0.126,9384.574,3638.929,2844,2844,15957,17.154,48.182,1180.48,947842
dish1-roi-01,0.091,2889.822,587.783,2045,2045,4085,21.596,48.137,262.734,210957
dish1-roi-01,0.097,4035.462,593.015,3118,3118,5250,0.662,48.187,392.022,314766
dish1-roi-01,0.011,2207.333,71.255,2098,2098,2322,63.859,48.048,24.742,19866
dish1-roi-01,0.011,2050.333,106.25,1855,1855,2160,64.055,48.092,22.982,18453
dish1-roi-01,0.502,13566.898,6315.492,4471,3277,24102,16.655,48.442,6809.393,5467460
dish1-roi-01,0.237,7229.937,3669.747,8913,2047,15492,17.613,48.339,1710.846,1373688
dish1-roi-01,0.087,3811.871,1278.371,4983,2179,6529,40.335,48.207,332.322,266831
dish1-roi-01,0.405,14300.178,6449.633,20008,2392,23766,15.051,48.504,5788.254,4647558
dish1-roi-01,0.142,5886.912,3093.133,3508,2124,13225,73.514,48.358,835.825,671108
dish1-roi-01,0.222,5033.73,1813.741,2251,2251,9061,21.216,48.4,1115.919,896004
dish1-roi-01,0.443,13153.275,7243.432,4435,2161,25166,74.621,48.519,5831.855,4682566
dish1-roi-01,0.194,9885.333,5631.534,12054,2194,21688,12.988,48.467,1920.608,1542112
dish1-roi-01,0.173,4401.353,1975.138,3678,2140,9590,12.565,48.556,761.945,611788
dish1-roi-01,0.371,14386.658,5144.801,9306,3656,22959,14.036,48.591,5339.48,4287224
dish1-roi-01,0.015,2355.583,138.301,2158,2158,2534,40.111,48.354,35.205,28267
dish1-roi-01,0.197,11430.31,4395.068,3777,3777,20514,13.45,48.627,2249.251,1805989
dish1-roi-01,0.011,2124.556,96.763,1982,1982,2258,22.804,48.441,23.814,19121
dish1-roi-01,0.11,6836.92,2650.213,8081,3007,12668,73.886,48.568,749.318,601649
dish1-roi-01,0.107,4774.221,1387.651,2238,2238,7652,20.553,48.68,511.356,410583
dish1-roi-01,0.11,4584.205,1867.517,2569,2174,8769,19.777,48.68,502.423,403410
dish1-roi-01,0.12,4801.042,1601.699,6769,2324,8558,20.184,48.708,574.023,460900
dish1-roi-01,0.242,10117.887,5368.826,6570,2265,21098,17.333,48.826,2444.637,1962870
dish1-roi-01,0.283,17051.467,4972.416,19068,3478,24012,14.507,48.999,4820.703,3870683
dish1-roi-01,0.273,8592.274,5072.042,6149,2233,20164,16.24,49.009,2343.554,1881708
dish1-roi-01,0.133,4575.486,1633.927,2473,2473,8019,61.311,48.899,609.739,489577
dish1-roi-01,0.04,2442.219,288.184,2067,2052,2987,39.755,48.878,97.332,78151
dish1-roi-01,0.377,8338.182,5020.956,4078,1898,21491,73.442,49.054,3146.565,2526469
dish1-roi-01,0.009,1915,22.73,1886,1886,1945,77.773,48.805,16.695,13405
dish1-roi-01,0.167,5256.463,1646.748,5522,2214,8272,13.39,49.059,877.246,704366
dish1-roi-01,0.318,12015.565,6469.685,6965,2150,24897,76.186,49.186,3815.989,3063969
dish1-roi-01,0.614,15913.951,7187.012,7389,2098,25503,74.763,49.36,9771.196,7845578
dish1-roi-01,0.443,17056.927,5254.377,14713,4142,24696,15.2,49.412,7562.643,6072266
dish1-roi-01,0.148,5165.092,2355.473,2046,2046,10412,77.168,49.358,765.505,614646
dish1-roi-01,0.017,1785.643,81.506,1662,1662,1923,72.036,49.465,31.135,24999
dish1-roi-01,0.08,5582.484,1385.211,3456,3456,8448,1.011,49.611,444.97,357279
dish1-roi-01,0.479,19164.023,5383.915,16373,4047,25633,75.475,49.815,9189.041,7378149
dish1-roi-01,0.158,10067.323,4450.284,2882,2882,19199,76.865,49.664,1592.357,1278550
dish1-roi-01,0.025,5408.6,452.087,4542,4542,6098,0.685,49.58,134.722,108172
dish1-roi-01,0.025,1256.55,147.408,1326,1015,1506,35.924,49.624,31.299,25131
dish1-roi-01,0.022,3584.944,177.104,3309,3309,3854,2.447,49.662,80.367,64529
dish1-roi-01,0.014,2252,162.855,1990,1990,2429,4.195,49.71,30.852,24772
dish1-roi-01,0.339,16762.846,5570.781,24142,6146,24713,76.346,50.001,5678.576,4559494
dish1-roi-01,0.014,2668.273,96.087,2519,2519,2801,56.614,49.896,36.555,29351
dish1-roi-01,0.489,17108.468,5823.197,12025,5348,25157,15.309,50.224,8373.875,6723628
dish1-roi-01,0.05,3421.175,555.689,2635,2635,4498,57.842,49.984,170.435,136847
dish1-roi-01,0.186,6429.966,3280.952,4784,1947,13912,77.043,50.097,1193.212,958065
dish1-roi-01,0.154,5264.944,2391.691,5442,2420,10812,61.791,50.127,813.089,652853
dish1-roi-01,0.011,2039.556,72.8,1947,1947,2172,37.085,50.127,22.861,18356
dish1-roi-01,0.234,7859.271,3104.703,5999,3784,15246,1.062,50.478,1840.191,1477543
dish1-roi-01,0.092,4827.73,1097.892,3410,3410,7222,3.138,50.27,444.936,357252
dish1-roi-01,0.215,7119.451,3976.933,2464,1982,15824,14.558,50.337,1533.965,1231665
dish1-roi-01,0.01,2049,43.677,2011,1989,2110,37.254,50.17,20.415,16392
dish1-roi-01,0.127,4169.559,503.576,3498,3358,5320,2.606,50.408,529.679,425295
dish1-roi-01,0.021,2555.235,229.371,2215,2215,2962,40.181,50.28,54.101,43439
dish1-roi-01,0.502,10532.395,5870.291,6339,2237,22561,15.874,50.781,5286.338,4244555
dish1-roi-01,0.631,14344.531,6685.361,7738,2250,25162,75.952,50.886,9057.682,7272677
dish1-roi-01,0.01,2722.25,86.437,2605,2605,2820,56.404,50.541,27.123,21778
dish1-roi-01,0.044,3009.514,231.019,2991,2701,3434,57.253,50.677,131.186,105333
dish1-roi-01,0.047,2826.237,127.2,2787,2640,3099,56.004,50.738,133.757,107397
dish1-roi-01,0.097,5080.744,1729.218,2960,2869,8718,4.2,50.798,493.565,396298
dish1-roi-01,0.012,2777,85.851,2662,2662,2908,56.712,50.695,34.586,27770
dish1-roi-01,0.037,2944.933,254.862,2578,2578,3397,62.934,50.82,110.032,88348
dish1-roi-01,0.009,2323,31.134,2286,2286,2369,42.109,50.841,20.252,16261
dish1-roi-01,0.01,2726.625,102.268,2608,2608,2895,62.204,50.876,27.167,21813
dish1-roi-01,0.102,2947.915,418.84,2404,2314,3815,64.67,51.09,301.059,241729
dish1-roi-01,0.088,7673.901,1976.212,4353,4353,11691,0.898,51.14,678.574,544847
dish1-roi-01,0.095,3942.039,1245.772,2329,2329,6640,40.351,51.158,373.128,299595
dish1-roi-01,0.009,2296.429,82.073,2205,2205,2413,42.765,51.048,20.02,16075
dish1-roi-01,0.083,3925.373,965.782,4365,2543,6038,63.034,51.14,327.551,263000
dish1-roi-01,0.088,3991.803,938.88,2684,2684,5874,61.786,51.203,352.98,283418
dish1-roi-01,0.083,4697.194,1220.698,3005,3005,7311,62.622,51.185,391.955,314712
dish1-roi-01,0.051,3021.293,512.564,2264,2264,4031,40.666,51.338,154.276,123873
dish1-roi-01,0.012,1999.3,99.693,1814,1814,2145,66.488,51.267,24.9,19993
dish1-roi-01,0.015,2369.917,99.673,2223,2223,2536,38.708,51.298,35.419,28439
dish1-roi-01,0.21,7965.183,3011.376,5006,3548,14094,1.049,51.564,1676.507,1346116
dish1-roi-01,0.015,2621.583,54.889,2562,2551,2712,60.503,51.333,39.18,31459
dish1-roi-01,0.118,5264.189,1908.571,3640,2887,9598,62.149,51.44,622.842,500098
dish1-roi-01,0.272,14186.161,6244.239,3535,3535,24952,75.606,51.574,3851.626,3092583
dish1-roi-01,0.062,7114.28,1289.255,4966,4966,9446,0.603,51.458,443.02,355714
dish1-roi-01,0.156,4189.224,1006.024,3812,2756,6639,62.812,51.507,652.178,523653
dish1-roi-01,0.015,2788.75,76.016,2722,2710,2911,55.295,51.448,41.679,33465
dish1-roi-01,0.117,4072.234,1015.12,3457,2622,6146,61.709,51.574,476.742,382790
dish1-roi-01,0.007,3592,61.247,3506,3506,3675,1.518,51.613,26.842,21552
dish1-roi-01,0.057,6697.587,1391.451,4168,4168,9226,0.705,51.747,383.706,308089
dish1-roi-01,0.088,3529.451,1143.208,2283,2033,5931,16.209,51.803,312.096,250591
dish1-roi-01,0.113,7153.824,2231.213,7203,3830,12092,0.328,51.872,810.779,650998
dish1-roi-01,0.067,3398.889,785.452,2255,2255,4939,64.995,51.856,228.588,183540
dish1-roi-01,0.319,8752.953,4316.305,2109,2109,18237,75.261,51.976,2790.727,2240756
dish1-roi-01,0.014,2834.545,116.066,2685,2685,3009,54.523,51.918,38.833,31180
dish1-roi-01,0.097,4143.051,1439.857,2275,2275,7190,63.209,52.055,402.474,323158
dish1-roi-01,0.117,7518.17,3646.787,2215,2215,14686,75.81,52.159,880.162,706708
dish1-roi-01,0.007,2040.167,37.796,1983,1983,2086,36.773,51.983,15.245,12241
dish1-roi-01,0.017,3062.286,53.027,2984,2984,3147,4.2,52.054,53.395,42872
dish1-roi-01,0.183,5146.061,2857.251,2335,1925,11917,16.024,52.22,942.139,756471
dish1-roi-01,0.01,2301.375,75.354,2216,2216,2405,38.021,52.182,22.93,18411
dish1-roi-01,0.007,3326.167,51.763,3269,3269,3394,1.006,52.195,24.855,19957
dish1-roi-01,0.073,4411.508,741.156,3328,3328,5942,2.069,52.302,324.162,260279
dish1-roi-01,0.01,2666.125,103.269,2538,2538,2780,56.298,52.305,26.564,21329
dish1-roi-01,0.012,2598,84.615,2483,2483,2740,60.7,52.319,32.357,25980
dish1-roi-01,0.01,3424.625,79.183,3316,3316,3550,2.762,52.38,34.121,27397
dish1-roi-01,0.132,5771.274,2393.25,4390,2357,11017,75.574,52.638,761.904,611755
dish1-roi-01,0.158,5684.591,2839.667,9079,1926,11681,75.313,53.011,899.137,721943
dish1-roi-01,0.012,2081.7,46.454,2017,2017,2138,36.124,53.046,25.926,20817
dish1-roi-01,0.137,6248.464,3172.214,1990,1990,12530,75.656,53.257,856.029,687331
dish1-roi-01,0.052,3049.286,174.661,2959,2687,3440,57.106,53.214,159.503,128070
dish1-roi-01,0.042,3161.206,159.857,3155,2973,3511,3.544,53.272,133.861,107481
dish1-roi-01,0.011,2413,98.315,2249,2249,2574,42.896,53.271,27.047,21717
dish1-roi-01,0.107,6142.047,1874.3,3496,3496,9956,1.356,53.388,657.861,528216
dish1-roi-01,0.082,6143.667,1692.259,3770,3770,9769,1.815,53.449,505.003,405482
dish1-roi-01,0.009,2972.286,54.622,2901,2901,3037,56.871,53.367,25.913,20806
dish1-roi-01,0.06,3009.833,149.804,2817,2731,3292,56.521,53.541,179.931,144472
dish1-roi-01,0.034,2752.148,362.476,2213,2213,3452,38.534,53.499,92.546,74308
dish1-roi-01,0.007,2506.833,55.452,2466,2466,2614,53.654,53.442,18.733,15041
dish1-roi-01,0.117,4507.894,1757.985,2714,2532,8604,58.287,53.594,527.745,423742
dish1-roi-01,0.143,9271.087,2355.115,9233,4763,13864,1.35,53.755,1327.857,1066175
dish1-roi-01,0.11,7902.125,3160.192,5315,3627,14562,0.561,53.763,866.063,695387
dish1-roi-01,0.01,2770.75,105.325,2623,2623,2909,4.186,53.655,27.606,22166
dish1-roi-01,0.194,7434.019,1983.491,6854,3594,12047,2.068,53.904,1444.345,1159707
dish1-roi-01,0.007,2183.833,47.989,2117,2117,2237,47.254,53.695,16.319,13103
dish1-roi-01,0.11,4818.477,1621.845,2700,2700,8347,55.391,53.828,528.099,424026
dish1-roi-01,0.016,1183.692,104.941,1001,1001,1347,31.473,53.73,19.165,15388
dish1-roi-01,0.011,2897,106.197,2728,2728,3008,56.918,53.726,32.472,26073
dish1-roi-01,0.009,2610.286,51.526,2543,2543,2684,57.375,53.74,22.757,18272
dish1-roi-01,0.106,11467.035,3077.596,5762,5762,17382,0.815,53.973,1213.928,974698
dish1-roi-01,0.059,2636.447,190.053,2803,2342,2937,37.659,53.95,154.326,123913
dish1-roi-01,0.082,3756.061,1013.461,2927,2398,5855,65.265,54.013,308.745,247900
dish1-roi-01,0.021,2589.294,160.38,2733,2346,2844,4.41,53.95,54.822,44018
dish1-roi-01,0.463,9654.177,3687.514,5962,3847,20433,0.51,54.512,4472.816,3591354
dish1-roi-01,0.177,10513.887,3158.563,10763,6681,18202,1.241,54.277,1859.407,1492972
dish1-roi-01,0.086,3972.783,1168.428,2314,2314,6469,63.628,54.169,341.402,274122
dish1-roi-01,0.021,2858.118,160.642,2646,2646,3134,55.545,54.158,60.513,48588
dish1-roi-01,0.047,1617.289,345.479,1112,1112,2235,10.301,54.248,76.541,61457
dish1-roi-01,0.05,3209.8,629.51,3846,2398,4418,62.822,54.234,159.905,128392
dish1-roi-01,0.136,9316.89,2179.464,7802,5735,14027,2.133,54.473,1264.795,1015541
dish1-roi-01,0.059,9963.957,1821.183,9300,7144,13425,1.668,54.42,583.247,468306
dish1-roi-01,0.102,6110,1199.931,5485,3815,8607,2.581,54.486,623.99,501020
dish1-roi-01,0.021,1157.471,94.853,1018,1018,1319,49.738,54.38,24.507,19677
dish1-roi-01,0.159,6142.773,2464.054,2751,2751,11415,59.293,54.518,979.258,786275
dish1-roi-01,0.29,5451.167,1625.843,3824,3058,9842,3.039,54.752,1581.861,1270122
dish1-roi-01,0.021,2505.412,109.979,2327,2327,2698,57.355,54.606,53.046,42592
dish1-roi-01,0.113,5012.385,1465.978,2796,2796,7968,58.857,54.697,568.079,456127
dish1-roi-01,0.06,4408.125,788.415,4062,3122,5819,59.691,54.672,263.523,211590
dish1-roi-01,0.223,6512.212,3567.065,4343,2557,16059,60.131,54.809,1451.792,1165686
dish1-roi-01,0.354,10911.863,3938.296,4367,4367,20262,1.919,54.927,3859.58,3098969
dish1-roi-01,0.065,1817.404,548.659,1038,1038,2968,9.64,54.677,117.7,94505
dish1-roi-01,0.01,2447.75,49.03,2383,2383,2510,64.931,54.815,24.388,19582
dish1-roi-01,0.179,5808.66,2347.52,4007,2780,11988,58.762,55.083,1041.745,836447
dish1-roi-01,0.096,3213.494,771.346,2329,2153,4848,42.641,55.021,308.17,247439
dish1-roi-01,0.093,4374.587,1311.777,2676,2676,7054,54.94,55.071,408.621,328094
dish1-roi-01,0.09,7282.792,2233.013,4117,4117,11912,59.405,55.065,653.06,524361
dish1-roi-01,0.073,2877.576,386.539,2533,2294,3644,65.398,55.106,211.447,169777
dish1-roi-01,0.164,5784.121,2544.146,3082,2469,11626,41.625,55.174,950.898,763504
dish1-roi-01,0.166,4083.579,2314.767,1496,1289,9212,11.007,55.208,676.418,543116
dish1-roi-01,0.009,2507.429,69.236,2423,2423,2595,40.431,55.117,21.86,17552
dish1-roi-01,0.193,5452.206,1794.468,3297,2679,9341,42.334,55.277,1052.511,845092
dish1-roi-01,0.219,5588.886,2057.49,5676,2527,9666,45.001,55.273,1225.07,983644
dish1-roi-01,0.093,6468.413,2244.818,2967,2967,10738,55.176,55.255,604.202,485131
dish1-roi-01,0.196,6979.815,3016.168,4397,3210,14679,0.918,55.328,1364.792,1095831
dish1-roi-01,0.168,8581.489,3574.966,4032,3729,16635,1.474,55.362,1442.843,1158501
dish1-roi-01,0.093,3812.92,644.654,2588,2588,5041,40.828,55.273,356.157,285969
dish1-roi-01,0.037,2836.8,218.519,2553,2553,3223,54.454,55.23,105.992,85104
dish1-roi-01,0.081,3634.431,808.379,2179,2179,5161,44.078,55.365,294.22,236238
dish1-roi-01,0.127,3386.422,705.301,2440,2218,4855,45.636,55.361,430.194,345415
dish1-roi-01,0.169,2716.331,1086.313,1481,1191,5149,10.583,55.449,460.092,369421
dish1-roi-01,0.009,3039.857,88.095,2951,2951,3183,44.408,55.308,26.502,21279
dish1-roi-01,0.095,5108.553,1427.626,2929,2929,7934,58.615,55.444,483.542,388250
dish1-roi-01,0.009,2597,67.251,2490,2490,2699,37.214,55.364,22.641,18179
dish1-roi-01,0.504,6111.654,2797.624,2829,2460,16226,55.717,55.647,3082.738,2475220
dish1-roi-01,0.077,3988.016,928.709,2574,2574,5814,60.488,55.485,307.944,247257
dish1-roi-01,0.007,2549.167,44.17,2503,2503,2610,36.914,55.424,19.049,15295
dish1-roi-01,0.098,3971.253,945.345,3098,2554,5913,40.099,55.566,390.731,313729
dish1-roi-01,0.075,5728.867,1255.067,3750,3750,8171,59.908,55.497,428.098,343732
dish1-roi-01,0.035,4570,617.545,3472,3472,5570,44.706,55.495,159.366,127960
dish1-roi-01,0.082,6719.909,1990.353,3653,3653,10398,58.921,55.566,552.37,443514
dish1-roi-01,0.085,6479.324,1823.232,3925,3925,10157,59.421,55.573,548.733,440594
dish1-roi-01,0.156,5767.432,1905.278,3045,3045,9916,40.784,55.666,897.874,720929
dish1-roi-01,0.197,6824.823,2720.689,3660,3471,12834,42.407,55.701,1342.985,1078322
dish1-roi-01,0.067,5041.037,1272.416,3204,3204,7609,41.705,55.696,339.029,272216
dish1-roi-01,0.03,3206.208,313.576,2594,2594,3713,43.609,55.615,95.835,76949
dish1-roi-01,0.118,4371.263,711.492,2968,2968,5666,44.249,55.779,517.194,415270
dish1-roi-01,0.085,6386.338,1730.52,3684,3684,9800,44.929,55.689,540.858,434271
dish1-roi-01,0.039,4865.774,634.412,4146,3963,5964,59.686,55.677,187.861,150839
dish1-roi-01,0.123,5736.646,1848.471,4579,2723,9505,43.335,55.776,707.32,567928
dish1-roi-01,0.11,4493.75,1027.168,3207,3152,6979,1.787,55.794,492.509,395450
dish1-roi-01,0.196,5501.408,2046.555,3310,2722,10163,55.033,55.84,1075.713,863721
dish1-roi-01,0.022,3851.389,237.333,3430,3430,4270,41.286,55.736,86.34,69325
dish1-roi-01,0.027,2698.773,128.304,2473,2473,2902,37.965,55.759,73.946,59373
dish1-roi-01,0.128,5644.437,1576.869,4277,2907,8778,45.662,55.877,724.07,581377
dish1-roi-01,0.044,4000.257,562.857,3176,3176,5142,43.908,55.808,174.373,140009
dish1-roi-01,0.102,3234.976,422.359,2631,2367,4149,39.796,55.976,330.375,265268
dish1-roi-01,0.291,5288.598,2079.087,3550,2312,11146,46.673,56.076,1541.272,1237532
dish1-roi-01,0.127,7231.343,3032.609,3108,3108,14145,58.018,55.973,918.633,737597
dish1-roi-01,0.147,6375.025,3003.591,3207,2436,12969,57.529,56.014,936.886,752253
dish1-roi-01,0.078,5130.492,1347.482,4063,3120,7879,59.309,55.995,402.552,323221
dish1-roi-01,0.067,5108.889,951.382,3936,3584,6800,59.788,55.978,343.592,275880
dish1-roi-01,0.037,2759.733,185.769,2448,2448,3088,37.971,55.957,103.112,82792
dish1-roi-01,0.369,7544.905,3031.657,3792,3397,15838,43.233,56.217,2781.431,2233292
dish1-roi-01,0.313,6083.932,1816.908,4529,3016,10052,41.376,56.308,1901.87,1527067
dish1-roi-01,0.208,6359.263,2999.965,2630,2587,13440,60.225,56.169,1322.653,1061997
dish1-roi-01,0.111,6723.831,2802.946,2833,2833,12754,42.136,56.136,745.297,598421
dish1-roi-01,0.186,8195.282,3285.782,3560,3560,15256,44.822,56.201,1520.803,1221097
dish1-roi-01,0.173,6237.957,2480.58,3655,2893,12012,58.488,56.209,1079.891,867076
dish1-roi-01,0.03,2911.792,213.4,3167,2406,3260,4.103,56.08,87.035,69883
dish1-roi-01,0.323,6589.799,3941.529,6024,2518,19012,40.342,56.406,2125.665,1706758
dish1-roi-01,0.026,4432.714,464.513,3724,3724,5239,45.847,56.18,115.934,93087
dish1-roi-01,0.031,3695.64,400.271,3113,3113,4442,59.526,56.202,115.067,92391
dish1-roi-01,0.091,10305.986,3263.688,4524,4524,16283,57.732,56.32,936.991,752337
dish1-roi-01,0.08,7276.266,2076.536,4126,4126,11428,45.391,56.339,579.978,465681
dish1-roi-01,0.067,3579.889,842.185,2395,2395,5257,39.74,56.395,240.761,193314
dish1-roi-01,0.061,5810.184,1213.204,3771,3771,8041,45.672,56.44,354.576,284699
dish1-roi-01,0.051,5738.415,1175.43,4024,4024,8010,46.212,56.417,293.021,235275
dish1-roi-01,0.309,12349.815,5731.561,4850,2825,22837,57.466,56.632,3814.476,3062754
dish1-roi-01,0.036,4551.103,470.36,3926,3926,5472,43.936,56.499,164.376,131982
dish1-roi-01,0.041,3226.303,298.283,2801,2713,3800,59.814,56.454,132.599,106468
dish1-roi-01,0.126,4846.287,1819.05,2381,2381,8863,42.222,56.574,609.612,489475
dish1-roi-01,0.052,4973.714,1057.303,4582,3164,6851,40.831,56.602,260.167,208896
dish1-roi-01,0.096,5375.532,1201.741,3335,3335,7565,58.443,56.679,515.508,413916
dish1-roi-01,0.071,6341.614,1335.776,4173,4173,8787,45.166,56.678,450.192,361472
dish1-roi-01,0.024,4441.368,437.856,3841,3841,5234,46.702,56.63,105.098,84386
dish1-roi-01,0.037,4763.1,532.464,4772,3870,5733,46.409,56.655,177.965,142893
dish1-roi-01,0.027,4917.182,501.092,4277,4277,5790,45.455,56.695,134.729,108178
dish1-roi-01,0.076,4980.902,846.937,6646,3684,6713,46.173,56.75,378.408,303835
dish1-roi-01,0.017,4544.429,208.075,4720,4245,4870,44.537,56.72,79.237,63622
dish1-roi-01,0.157,9660.984,3872.919,4049,4049,17289,43.603,56.891,1516.054,1217284
dish1-roi-01,0.068,4008.273,1036.869,2326,2326,5835,46.934,56.854,274.563,220455
dish1-roi-01,0.107,4369.965,1075.671,2930,2930,6654,41.124,56.934,468.058,375817
dish1-roi-01,0.014,1133.727,82.143,981,981,1277,29.062,56.836,15.532,12471
dish1-roi-01,0.376,9305.232,3749.154,4232,2808,17549,44.902,57.2,3499.91,2810180
dish1-roi-01,0.163,10030.603,2828.627,5887,4600,14979,57.243,57.034,1636.519,1314009
dish1-roi-01,0.264,7641.75,2730.316,5435,3616,15149,44.052,57.114,2017.676,1620051
dish1-roi-01,0.105,4639.964,1068.673,2413,2413,6507,46.672,57.015,485.419,389757
dish1-roi-01,0.086,7867.275,2017.4,4495,4495,11893,58.103,57.05,676.077,542842
dish1-roi-01,0.235,9307.323,4274.333,4503,3418,19670,58.564,57.221,2190.833,1759084
dish1-roi-01,0.072,5654.603,1618.321,5523,3280,8963,46.312,57.074,408.463,327967
dish1-roi-01,0.193,5417.587,2623.731,2903,2466,12152,60.508,57.164,1045.828,839726
dish1-roi-01,0.02,3481.438,96.015,3451,3324,3650,1.851,57.017,69.375,55703
dish1-roi-01,0.135,5785.056,2255.594,10372,2834,11013,43.263,57.225,778.133,624786
